target_id	length	eff_length	est_counts	tpm
ENST00000361110.6	3508	3347.66	0.501125	2.92841
ENST00000377298.8	5221	5060.66	0	0
ENST00000361311.4	4647	4486.66	95	414.216
ENST00000603781.1	246	95.266	0	0
ENST00000639753.1	1983	1822.66	0	0
ENST00000377263.6	3006	2845.66	6.68379	45.948
ENST00000454104.1	424	264.313	0	0
ENST00000400904.7	1206	1045.66	0	0
ENST00000377258.5	852	691.659	0	0
ENST00000377256.1	451	291.129	0.316206	21.2477
ENST00000648956.1	762	601.659	0	0
ENST00000377223.6	4989	4828.66	1.19403	4.83744
ENST00000400903.6	1405	1244.66	0	0
ENST00000377213.1	945	784.659	0.80597	20.0939
ENST00000445884.1	440	280.148	0	0
ENST00000403197.5	1094	933.659	0	0
ENST00000377205.6	3734	3573.66	0	0
ENST00000365545.1	319	161.969	0	0
ENST00000636827.2	444	284.148	0	0
ENST00000578045.1	78	32.1452	0	0
ENST00000413148.1	436	276.186	0	0
ENST00000294435.8	625	464.69	0	0
ENST00000253251.12	4772	4611.66	0	0
ENST00000672724.1	6184	6023.66	0	0
ENST00000343090.11	5905	5744.66	2	6.81071
ENST00000377153.5	1273	1112.66	0	0
ENST00000456484.1	337	179.158	0	0
ENST00000416729.2	680	519.659	0	0
ENST00000364876.1	107	11.4243	0	0
ENST00000377093.8	7565	7404.66	0	0
ENST00000263934.10	6816	6655.66	0	0
ENST00000377086.5	10669	10508.7	38.782	72.1953
ENST00000577266.1	86	24.8037	0	0
ENST00000377083.5	5885	5724.66	1.21805	4.16237
ENST00000377081.5	8746	8585.66	0	0
ENST00000620295.2	8624	8463.66	0	0
ENST00000622724.3	8588	8427.66	0	0
ENST00000362692.1	107	11.4243	0	0
ENST00000584329.2	293	137.533	0	0
ENST00000641619.1	917	756.659	1	25.8539
ENST00000641117.1	1392	1231.66	1	15.8831
ENST00000641335.1	1369	1208.66	0	0
ENST00000270776.13	2268	2107.66	2	18.5633
ENST00000607572.1	797	636.659	0	0
ENST00000400900.6	1469	1308.66	0	0
ENST00000470413.6	626	465.69	0	0
ENST00000309048.8	905	744.659	0	0
ENST00000602787.6	571	410.835	1	47.6167
ENST00000602296.6	1326	1165.66	0	0
ENST00000462462.1	584	423.751	0	0
ENST00000465026.1	494	334.002	0	0
ENST00000377049.3	1130	969.659	0	0
ENST00000377038.8	6035	5874.66	1	3.33
ENST00000424487.1	467	307.088	0	0
ENST00000377036.2	1403	1242.66	0	0
ENST00000356607.9	1922	1761.66	0	0
ENST00000663738.1	2876	2715.66	0	0
ENST00000461850.3	280	125.435	0	0
ENST00000377022.8	7934	7773.66	0	0
ENST00000606802.1	7923	7762.66	0	0
ENST00000344008.5	4405	4244.66	0	0
ENST00000450782.2	238	88.5563	0	0
ENST00000377004.8	2761	2600.66	0	0
ENST00000400899.2	494	334.002	0	0
ENST00000240185.7	5367	5206.66	0	0
ENST00000639083.1	2269	2108.66	2.63954	24.4877
ENST00000629725.2	1031	870.659	1.41722	31.8431
ENST00000614757.4	1793	1632.66	0	0
ENST00000315091.7	1835	1674.66	1.7114	19.9918
ENST00000638264.1	774	613.659	0.231845	7.39091
ENST00000649624.1	810	649.659	0	0
ENST00000616545.4	920	759.659	0	0
ENST00000621790.4	1008	847.659	0	0
ENST00000400897.8	2455	2294.66	0	0
ENST00000612387.1	651	490.659	0	0
ENST00000400898.3	726	565.659	0	0
ENST00000376957.7	1260	1099.66	4	71.1588
ENST00000304457.11	2721	2560.66	1	7.63968
ENST00000376936.9	2796	2635.66	0	0
ENST00000452378.1	2682	2521.66	0	0
ENST00000447600.1	487	327.002	0	0
ENST00000376838.5	4017	3856.66	0	0
ENST00000361445.9	8721	8560.66	5	11.4259
ENST00000445982.5	705	544.659	0	0
ENST00000517277.1	103	11.8112	0	0
ENST00000376819.4	2224	2063.66	0	0
ENST00000384720.1	107	11.4243	0	0
ENST00000448289.1	150	25.4597	0	0
ENST00000376810.5	3646	3485.66	1	5.61231
ENST00000376804.2	825	664.659	0	0
ENST00000433562.1	437	277.167	0	0
ENST00000641979.1	742	581.659	0	0
ENST00000435243.2	565	404.835	0	0
ENST00000294484.7	5265	5104.66	0	0
ENST00000649975.1	1051	890.659	0	0
ENST00000304391.6	1495	1334.66	0	0
ENST00000453135.2	1351	1190.66	0	0
ENST00000642131.1	2094	1933.66	0	0
ENST00000354287.5	1287	1126.66	17	295.177
ENST00000251546.8	1896	1735.66	0	0
ENST00000376770.5	3320	3159.66	0	0
ENST00000251547.10	2928	2767.66	14.0015	98.9663
ENST00000376768.5	959	798.659	3.72668	91.2824
ENST00000376760.5	822	661.659	0	0
ENST00000376762.8	1734	1573.66	3.27187	40.6736
ENST00000376753.9	1444	1283.66	2	30.4794
ENST00000376692.9	1053	892.659	0	0
ENST00000235310.7	1860	1699.66	0	0
ENST00000376672.5	1002	841.659	0	0
ENST00000376669.9	864	703.659	0	0
ENST00000376667.7	872	711.659	0	0
ENST00000294485.6	7365	7204.66	1.39198	3.77961
ENST00000376637.7	1067	906.659	0	0
ENST00000400895.6	786	625.659	0	0
ENST00000314340.10	1130	969.659	0	0
ENST00000376629.8	1100	939.659	3	62.4565
ENST00000376627.6	1055	894.659	0	0
ENST00000452018.6	809	648.659	0	0
ENST00000510878.1	849	688.659	0	0
ENST00000433342.5	4545	4384.66	0	0
ENST00000376620.3	1868	1707.66	0	0
ENST00000376592.6	8378	8217.66	0	0
ENST00000376583.7	7044	6883.66	4.4124	12.5396
ENST00000376585.6	8094	7933.66	0	0
ENST00000376590.8	7094	6933.66	0.0219159	0.0618335
ENST00000423400.7	2715	2554.66	0	0
ENST00000641407.1	2387	2226.66	0.565684	4.96989
ENST00000641820.1	1569	1408.66	0	0
ENST00000312413.10	5631	5470.66	0.0175401	0.0627219
ENST00000346436.11	5589	5428.66	4.98246	17.9547
ENST00000376496.4	2922	2761.66	0	0
ENST00000622391.1	173	38.9593	0	0
ENST00000618496.1	149	24.9714	0	0
ENST00000376480.7	855	694.659	0	0
ENST00000610706.1	849	688.659	0	0
ENST00000376476.1	728	567.659	0	0
ENST00000617059.1	108	11.662	0	0
ENST00000376468.4	708	547.659	0	0
ENST00000438808.1	2637	2476.66	0	0
ENST00000661075.1	952	791.659	0	0
ENST00000649268.2	743	582.659	0	0
ENST00000362477.1	120	13.6494	0	0
ENST00000660618.1	1715	1554.66	0	0
ENST00000364931.1	120	13.6494	0	0
ENST00000376572.8	2819	2658.66	3	22.0742
ENST00000616327.1	2170	2009.66	0	0
ENST00000376576.3	2539	2378.66	0	0
ENST00000196061.5	2976	2815.66	2	13.8956
ENST00000660216.1	595	434.751	0	0
ENST00000444836.5	4531	4370.66	0	0
ENST00000235329.9	4539	4378.66	13	58.0803
ENST00000603287.1	93	16.6422	0	0
ENST00000235332.6	1541	1380.66	1	14.169
ENST00000365591.1	113	12.273	0	0
ENST00000618194.1	65	25.9796	0	0
ENST00000496974.3	275	120.872	0	0
ENST00000263932.7	3760	3599.66	0	0
ENST00000417814.3	3593	3432.66	0	0
ENST00000364265.1	104	11.6093	0	0
ENST00000439324.2	255	103.1	0	0
ENST00000647616.1	1196	1035.66	0	0
ENST00000413146.6	2363	2202.66	0	0
ENST00000622420.1	96	14.4103	0	0
ENST00000376259.7	3687	3526.66	2	11.0941
ENST00000536782.2	557	396.835	0	0
ENST00000584158.1	61	25.3023	0	0
ENST00000453852.2	316	159.078	0	0
ENST00000517160.1	124	14.6238	0	0
ENST00000620676.6	16357	16196.7	0.0716723	0.086567
ENST00000613099.4	16245	16084.7	11.5959	14.1033
ENST00000543766.2	3838	3677.66	1.33239	7.08739
ENST00000459326.1	152	26.5151	0	0
ENST00000416696.1	438	278.167	0	0
ENST00000616661.5	2201	2040.66	2	19.1728
ENST00000408413.1	101	12.2169	0	0
ENST00000622213.1	67	27.44	0	0
ENST00000606790.1	345	186.822	0	0
ENST00000376221.1	1575	1414.66	0	0
ENST00000436879.2	112	12.089	0	0
ENST00000359318.8	4055	3894.66	0	0
ENST00000614859.5	3564	3403.66	0	0
ENST00000376210.3	695	534.659	0	0
ENST00000357726.4	1786	1625.66	0	0
ENST00000332296.7	2160	1999.66	0	0
ENST00000438401.1	378	218.966	0	0
ENST00000619922.1	1845	1684.66	0	0
ENST00000438176.2	1417	1256.66	0	0
ENST00000317869.6	1108	947.659	0	0
ENST00000240189.2	1642	1481.66	0	0
ENST00000235349.6	1840	1679.66	0	0
ENST00000235347.4	1525	1364.66	0	0
ENST00000616979.4	1592	1431.66	0	0
ENST00000330881.6	1560	1399.66	0	0
ENST00000384703.1	107	11.4243	0	0
ENST00000418187.1	1139	978.659	0	0
ENST00000415464.6	1720	1559.66	0	0
ENST00000376189.5	1720	1559.66	0	0
ENST00000610289.2	1450	1289.66	0	0
ENST00000436041.5	1863	1702.66	0	0
ENST00000617807.2	1148	987.659	0	0
ENST00000614839.4	1863	1702.66	0	0
ENST00000619661.2	1840	1679.66	0	0
ENST00000611860.1	1447	1286.66	0	0
ENST00000458709.1	891	730.659	0	0
ENST00000621994.3	1156	995.659	0	0
ENST00000448180.1	1452	1291.66	0	0
ENST00000437631.1	384	224.845	0	0
ENST00000624207.1	1863	1702.66	0	0
ENST00000323770.7	882	721.659	0	0
ENST00000415919.2	1863	1702.66	0	0
ENST00000625019.3	2163	2002.66	0	0
ENST00000638454.1	1331	1170.66	0	0
ENST00000624297.2	2067	1906.66	0	0
ENST00000504262.1	1371	1210.66	0	0
ENST00000622421.2	1720	1559.66	0	0
ENST00000431596.1	1068	907.659	0	0
ENST00000384780.1	107	11.4243	0	0
ENST00000357367.6	1844	1683.66	0	0
ENST00000621519.4	1706	1545.66	0	0
ENST00000614831.1	1592	1431.66	0	0
ENST00000437300.2	1518	1357.66	0	0
ENST00000376152.2	1865	1704.66	0	0
ENST00000432559.2	384	224.845	0	0
ENST00000334600.7	2164	2003.66	0	0
ENST00000376101.3	1440	1279.66	0	0
ENST00000376098.4	1578	1417.66	0	0
ENST00000316412.9	1597	1436.66	0	0
ENST00000602960.1	1502	1341.66	0	0
ENST00000376085.4	2168	2007.66	2	19.488
ENST00000563570.1	477	317.067	0	0
ENST00000401091.2	371	212.229	0	0
ENST00000294489.10	3104	2943.66	0	0
ENST00000617617.4	2808	2647.66	0	0
ENST00000376057.8	2801	2640.66	0	0
ENST00000621990.4	2738	2577.66	0	0
ENST00000510906.5	786	625.659	0	0
ENST00000509009.5	571	410.835	0	0
ENST00000376061.8	1368	1207.66	0	0
ENST00000513143.5	1305	1144.66	0	0
ENST00000487038.5	607	446.721	0	0
ENST00000475043.5	849	688.659	0	0
ENST00000411020.1	101	12.2169	0	0
ENST00000441809.2	379	219.951	0	0
ENST00000517276.1	130	16.7138	0	0
ENST00000376048.9	2688	2527.66	0	0
ENST00000311066.9	7437	7276.66	0	0
ENST00000235372.11	7957	7796.66	3.60956	9.05676
ENST00000413440.5	6175	6014.66	0	0
ENST00000343137.8	5797	5636.66	2.39044	8.29625
ENST00000503842.5	705	544.659	0	0
ENST00000505823.5	568	407.835	0	0
ENST00000636564.1	1197	1036.66	0	0
ENST00000636203.1	6874	6713.66	0	0
ENST00000516342.1	103	11.8112	0	0
ENST00000657859.1	1239	1078.66	0	0
ENST00000449215.2	713	552.659	0	0
ENST00000666654.1	1343	1182.66	0	0
ENST00000661309.1	888	727.659	0	0
ENST00000665002.1	1227	1066.66	0	0
ENST00000447908.3	869	708.659	0	0
ENST00000376030.7	6049	5888.66	1.0626	3.53004
ENST00000503743.5	1475	1314.66	0	0
ENST00000416175.1	326	168.573	0	0
ENST00000666715.1	1453	1292.66	0	0
ENST00000361144.9	3838	3677.66	9.9374	52.8601
ENST00000400798.6	3643	3482.66	0	0
ENST00000400797.3	1295	1134.66	0	0
ENST00000310916.6	7100	6939.66	0	0
ENST00000404665.4	6919	6758.66	0	0
ENST00000669314.1	3126	2965.66	0	0
ENST00000660005.1	1332	1171.66	0	0
ENST00000428417.5	1942	1781.66	0	0
ENST00000376014.7	1843	1682.66	0.392691	4.56543
ENST00000400796.7	1842	1681.66	0.607148	7.06291
ENST00000376008.3	1971	1810.66	0	0
ENST00000434578.6	1861	1700.66	0.000160977	0.00185171
ENST00000424792.5	255	103.1	0	0
ENST00000625027.2	441	281.148	0	0
ENST00000400795.3	710	549.659	0	0
ENST00000612442.1	966	805.659	0	0
ENST00000358897.8	5090	4929.66	0	0
ENST00000375998.8	4355	4194.66	0	0
ENST00000375997.8	1459	1298.66	0	0
ENST00000375995.3	785	624.659	0	0
ENST00000428747.1	3105	2944.66	0	0
ENST00000439788.1	727	566.659	0	0
ENST00000427824.1	5178	5017.66	0	0
ENST00000375980.9	2422	2261.66	9	77.847
ENST00000375943.6	3147	2986.66	0	0
ENST00000375949.5	3482	3321.66	0	0
ENST00000359621.5	916	755.659	0	0
ENST00000375910.8	915	754.659	0	0
ENST00000546424.5	4463	4302.66	1	4.54663
ENST00000333868.10	2808	2647.66	0	0
ENST00000348549.9	1621	1460.66	0	0
ENST00000375890.8	1351	1190.66	0	0
ENST00000375838.5	2357	2196.66	0	0
ENST00000616884.4	5882	5721.66	3	10.2571
ENST00000375849.5	3446	3285.66	0	0
ENST00000375847.8	6034	5873.66	1.35091e-08	4.4993e-08
ENST00000516057.1	140	20.6326	0	0
ENST00000606186.1	346	187.822	0	0
ENST00000375826.4	3095	2934.66	0	0
ENST00000428945.1	2845	2684.66	0	0
ENST00000454346.1	447	287.148	0	0
ENST00000516608.1	68	27.902	0	0
ENST00000422383.1	225	77.6464	0	0
ENST00000480945.6	10667	10506.7	3.08728	5.74827
ENST00000345034.1	1854	1693.66	0	0
ENST00000606262.1	256	103.989	0	0
ENST00000375799.8	4134	3973.66	0.83125	4.0923
ENST00000375793.2	4004	3843.66	9.92624	50.5204
ENST00000642363.1	3775	3614.66	6.24251	33.7846
ENST00000453804.1	645	484.659	0	0
ENST00000294454.6	3129	2968.66	0	0
ENST00000418525.1	639	478.659	0	0
ENST00000375782.2	1443	1282.66	0	0
ENST00000375771.5	3498	3337.66	0	0
ENST00000375766.8	3314	3153.66	0	0
ENST00000441801.6	1543	1382.66	0	0
ENST00000332305.5	1530	1369.66	1	14.2828
ENST00000431782.1	490	330.002	0	0
ENST00000483273.2	2180	2019.66	0	0
ENST00000321418.6	438	278.167	0	0
ENST00000317122.2	2473	2312.66	0	0
ENST00000375759.8	12385	12224.7	7	11.2018
ENST00000604816.1	211	66.26	0	0
ENST00000375743.8	2745	2584.66	0	0
ENST00000537142.5	2511	2350.66	5	41.6109
ENST00000375733.6	2770	2609.66	0	0
ENST00000416882.2	563	402.835	0	0
ENST00000424379.1	260	107.516	0	0
ENST00000613591.1	236	86.8453	0	0
ENST00000505954.1	962	801.659	0	0
ENST00000329454.2	3039	2878.66	0	0
ENST00000437156.1	466	306.088	0	0
ENST00000411503.5	2128	1967.66	0	0
ENST00000311890.13	2892	2731.66	0	0
ENST00000375718.4	2415	2254.66	0	0
ENST00000487046.1	844	683.659	0	0
ENST00000406363.2	648	487.659	1	40.1154
ENST00000375692.5	2581	2420.66	0	0
ENST00000439316.6	1997	1836.66	1	10.6512
ENST00000331433.5	2491	2330.66	0	0
ENST00000447882.1	704	543.659	0	0
ENST00000619181.4	1544	1383.66	1	14.1383
ENST00000375679.8	2567	2406.66	0	0
ENST00000375667.7	2129	1968.66	0	0
ENST00000375662.5	1720	1559.66	1	12.5429
ENST00000358432.8	3946	3785.66	0	0
ENST00000424774.1	904	743.659	0	0
ENST00000426353.1	544	383.835	0	0
ENST00000457809.1	439	279.148	0	0
ENST00000270747.8	3322	3161.66	0	0
ENST00000442385.5	328	170.504	0	0
ENST00000602586.1	1720	1559.66	0	0
ENST00000671994.1	2662	2501.66	1	7.81985
ENST00000375599.8	1574	1413.66	0	0
ENST00000421314.1	186	47.5658	0	0
ENST00000375592.8	6227	6066.66	4	12.8984
ENST00000471507.5	892	731.659	0	0
ENST00000401089.3	3447	3286.66	0	0
ENST00000401088.9	3480	3319.66	3	17.6789
ENST00000492354.1	3401	3240.66	0	0
ENST00000445689.1	381	221.921	0	0
ENST00000335496.5	2015	1854.66	0	0
ENST00000540400.1	1773	1612.66	0	0
ENST00000375577.5	1136	975.659	0	0
ENST00000612240.1	603	442.751	0	0
ENST00000504551.6	768	607.659	0	0
ENST00000457722.6	935	774.659	0	0
ENST00000337132.10	2018	1857.66	0	0
ENST00000443980.6	1929	1768.66	0	0
ENST00000457898.1	3245	3084.66	1	6.3419
ENST00000263511.8	5368	5207.66	1.56433	5.87642
ENST00000420820.7	2039	1878.66	0.907458	9.44942
ENST00000590118.5	574	413.779	0	0
ENST00000589964.1	255	103.1	0	0
ENST00000383925.1	164	33.395	0	0
ENST00000562878.1	1110	949.659	0	0
ENST00000648419.1	1558	1397.66	0	0
ENST00000452795.2	327	169.539	0	0
ENST00000516290.1	144	22.5643	0	0
ENST00000614408.1	828	667.659	1	29.3003
ENST00000438396.1	882	721.659	0	0
ENST00000430580.6	5932	5771.66	0	0
ENST00000432949.5	4176	4015.66	2.51403	12.2473
ENST00000607700.1	339	181.085	0	0
ENST00000639481.1	1296	1135.66	2.41961	41.6797
ENST00000412962.4	2773	2612.66	5.40764	40.4904
ENST00000639399.1	166	34.6309	0	0
ENST00000457982.3	2291	2130.66	0	0
ENST00000633763.1	817	656.659	0	0
ENST00000384782.1	164	33.395	0	0
ENST00000624828.1	1351	1190.66	0	0
ENST00000419267.1	435	275.204	0.164666	11.7051
ENST00000414828.1	571	410.835	0	0
ENST00000270691.9	3693	3532.66	0	0
ENST00000624517.1	406	246.399	0	0
ENST00000633433.1	819	658.659	0	0
ENST00000633627.1	573	412.835	0	0
ENST00000384659.1	164	33.395	0	0
ENST00000457096.1	498	337.979	0	0
ENST00000455405.6	3184	3023.66	0	0
ENST00000442552.7	2185	2024.66	0	0
ENST00000545160.1	559	398.835	0	0
ENST00000422345.1	735	574.659	0	0
ENST00000414128.1	882	721.659	0	0
ENST00000583661.1	73	30.3036	0	0
ENST00000619677.1	828	667.659	0	0
ENST00000362684.1	144	22.5643	0	0
ENST00000654227.1	1512	1351.66	0	0
ENST00000671472.1	1184	1023.66	0	0
ENST00000453917.1	508	347.933	0	0
ENST00000384278.1	164	33.395	0	0
ENST00000606899.1	438	278.167	0	0
ENST00000375541.10	6660	6499.66	5.70096	17.1587
ENST00000375534.7	970	809.659	0	0
ENST00000375535.4	1045	884.659	0	0
ENST00000654887.1	385	225.815	0	0
ENST00000446261.1	636	475.659	0	0
ENST00000341676.9	3681	3520.66	0	0
ENST00000326735.13	3996	3835.66	0.910316	4.64279
ENST00000452699.5	3981	3820.66	16.0897	82.3827
ENST00000617114.4	1723	1562.66	0	0
ENST00000375499.7	1153	992.659	5	98.5364
ENST00000375486.9	4361	4200.66	12	55.8844
ENST00000375481.1	1607	1446.66	0	0
ENST00000412427.1	4676	4515.66	0	0
ENST00000634972.1	590	429.751	0	0
ENST00000635428.1	1228	1067.66	0	0
ENST00000375471.5	3846	3685.66	0	0
ENST00000375460.3	3189	3028.66	0	0
ENST00000582732.1	87	22.5772	0	0
ENST00000375453.5	841	680.659	0	0
ENST00000375448.4	2267	2106.66	0	0
ENST00000619609.1	2396	2235.66	0	0
ENST00000439577.1	311	154.283	0	0
ENST00000375436.9	4040	3879.66	1.93018	9.73264
ENST00000375433.3	2030	1869.66	0.0698216	0.730557
ENST00000361221.8	4625	4464.66	0	0
ENST00000375415.5	4035	3874.66	5	25.2443
ENST00000375408.7	3685	3524.66	0	0
ENST00000670395.1	943	782.659	0	0
ENST00000653706.1	700	539.659	0	0
ENST00000375406.2	1841	1680.66	0	0
ENST00000617065.1	1670	1509.66	0	0
ENST00000641892.1	2013	1852.66	0	0
ENST00000569711.1	2471	2310.66	0	0
ENST00000251296.4	1892	1731.66	11	124.267
ENST00000624418.1	6473	6312.66	0	0
ENST00000419667.2	430	270.223	0	0
ENST00000420211.1	491	331.002	0	0
ENST00000400664.2	5145	4984.66	0	0
ENST00000596113.1	266	112.948	0	0
ENST00000450125.2	223	75.9516	0	0
ENST00000420770.7	6213	6052.66	0	0
ENST00000375375.7	2260	2099.66	0	0
ENST00000400661.3	1700	1539.66	0	0
ENST00000375371.3	2542	2381.66	0	0
ENST00000290597.9	2124	1963.66	0	0
ENST00000375341.8	3139	2978.66	0	0
ENST00000538839.5	2957	2796.66	5	34.975
ENST00000538309.5	1940	1779.66	0	0
ENST00000577305.1	74	30.2586	0	0
ENST00000408735.1	78	32.1452	0	0
ENST00000455833.7	6179	6018.66	6	19.502
ENST00000606379.1	3402	3241.66	0	0
ENST00000375225.7	1533	1372.66	2.87952	41.0378
ENST00000375254.8	15892	15731.7	6.33473	7.87735
ENST00000375224.1	3475	3314.66	3.78576	22.3429
ENST00000375218.3	4031	3870.66	0	0
ENST00000437898.1	507	346.933	0	0
ENST00000477853.6	6640	6479.66	2.53508	7.6536
ENST00000375199.7	5408	5247.66	0	0
ENST00000375208.7	4084	3923.66	0.464922	2.31801
ENST00000330263.5	2049	1888.66	3	31.0738
ENST00000650657.1	339	181.085	0	0
ENST00000429712.5	1313	1152.66	0	0
ENST00000420396.3	1240	1079.66	0	0
ENST00000651966.1	996	835.659	0	0
ENST00000361640.5	1215	1054.66	0	0
ENST00000604801.1	525	364.86	0	0
ENST00000235835.7	1362	1201.66	2	32.5593
ENST00000363533.1	107	11.4243	0	0
ENST00000375153.8	2175	2014.66	0	0
ENST00000375155.7	1805	1644.66	0	0
ENST00000400548.6	1548	1387.66	0	0
ENST00000264202.8	1675	1514.66	6.70393	86.5847
ENST00000264203.7	2068	1907.66	0	0
ENST00000375144.5	1568	1407.66	0	0
ENST00000375142.5	1686	1525.66	3.29607	42.2635
ENST00000433834.5	1462	1301.66	0	0
ENST00000481521.3	288	132.878	0	0
ENST00000648702.1	655	494.659	2.51631	99.514
ENST00000364739.1	141	21.0811	0	0
ENST00000416470.1	207	63.2304	0	0
ENST00000617872.4	3678	3517.66	0	0
ENST00000322753.7	3723	3562.66	3.48369	19.129
ENST00000602662.1	1623	1462.66	0	0
ENST00000602384.5	999	838.659	0	0
ENST00000457263.1	455	295.109	0	0
ENST00000289749.6	731	570.659	0	0
ENST00000622566.4	2109	1948.66	0	0
ENST00000621723.4	2133	1972.66	0	0
ENST00000375136.7	2172	2011.66	10	97.2461
ENST00000618761.4	2051	1890.66	0	0
ENST00000615215.4	2160	1999.66	0	0
ENST00000548815.2	1953	1792.66	0	0
ENST00000289753.2	3800	3639.66	0	0
ENST00000294543.10	2974	2813.66	0	0
ENST00000375127.5	2403	2242.66	0	0
ENST00000375121.4	1255	1094.66	0	0
ENST00000454736.1	447	287.148	0	0
ENST00000375120.4	6515	6354.66	0	0
ENST00000375116.3	785	624.659	0	0
ENST00000488028.3	301	145.016	0	0
ENST00000649436.1	813	652.659	0	0
ENST00000400520.7	974	813.659	0	0
ENST00000375111.7	970	809.659	0	0
ENST00000375108.4	1918	1757.66	1	11.1299
ENST00000375105.8	2651	2490.66	0	0
ENST00000617227.1	1856	1695.66	0	0
ENST00000375102.3	2723	2562.66	0	0
ENST00000431027.1	2493	2332.66	0	0
ENST00000429261.2	3249	3088.66	0	0
ENST00000247992.5	453	293.129	0	0
ENST00000442226.1	510	349.933	0	0
ENST00000375099.4	5562	5401.66	0	0
ENST00000659784.1	621	460.69	0	0
ENST00000641138.1	1548	1387.66	0	0
ENST00000375079.6	3859	3698.66	0	0
ENST00000289815.12	4475	4314.66	0	0
ENST00000444923.1	229	80.8851	0	0
ENST00000426428.5	2993	2832.66	0	0
ENST00000670217.1	1319	1158.66	0	0
ENST00000635564.2	1018	857.659	0	0
ENST00000421114.1	376	217.025	0	0
ENST00000641937.1	1156	995.659	0	0
ENST00000641097.1	674	513.659	0	0
ENST00000375078.4	2326	2165.66	41	370.357
ENST00000264198.5	2428	2267.66	4	34.5071
ENST00000443195.1	763	602.659	0	0
ENST00000332947.6	2448	2287.66	1	8.55136
ENST00000375071.4	809	648.659	0	0
ENST00000321556.5	2657	2496.66	19	148.875
ENST00000622012.1	110	11.8417	0	0
ENST00000451424.1	4443	4282.66	0	0
ENST00000415136.6	2126	1965.66	0	0
ENST00000602624.6	1963	1802.66	8	86.8167
ENST00000375048.7	2079	1918.66	0	0
ENST00000375044.5	3572	3411.66	2	11.4681
ENST00000400463.7	3731	3570.66	0	0
ENST00000247986.2	3969	3808.66	0	0
ENST00000440621.1	479	319.067	0	0
ENST00000444387.7	3898	3737.66	0	0
ENST00000375031.5	3705	3544.66	0	0
ENST00000436642.1	299	143.175	0	0
ENST00000312239.10	3884	3723.66	11	57.7896
ENST00000375003.6	4822	4661.66	0	0
ENST00000375000.5	928	767.659	0	0
ENST00000374935.7	5567	5406.66	0	0
ENST00000264211.12	5802	5641.66	0.0432162	0.149853
ENST00000602326.5	6196	6035.66	0	0
ENST00000400422.6	5762	5601.66	7.95678	27.7874
ENST00000634879.1	5325	5164.66	0	0
ENST00000516105.1	62	25.7273	0	0
ENST00000356916.7	2179	2018.66	0	0
ENST00000408881.1	119	13.4093	0	0
ENST00000420703.1	385	225.815	0	0
ENST00000431514.2	115	12.4608	0	0
ENST00000430808.1	296	140.332	0	0
ENST00000669329.1	1111	950.659	0	0
ENST00000415912.6	5099	4938.66	0.025942	0.102759
ENST00000374893.11	5067	4906.66	3.04357	12.1346
ENST00000649812.1	3153	2992.66	0	0
ENST00000357071.8	3763	3602.66	0	0
ENST00000436918.6	2328	2167.66	0	0
ENST00000264205.10	2381	2220.66	0	0
ENST00000416959.1	723	562.659	0	0
ENST00000449034.1	2479	2318.66	0	0
ENST00000486095.1	376	217.025	0	0
ENST00000443127.1	649	488.659	0	0
ENST00000444647.1	607	446.721	0	0
ENST00000453025.1	661	500.659	0	0
ENST00000481504.2	1234	1073.66	0	0
ENST00000436658.1	830	669.659	0	0
ENST00000454000.6	2133	1972.66	0	0
ENST00000342104.9	3704	3543.66	0	0
ENST00000318249.9	3591	3430.66	0	0
ENST00000455962.2	327	169.539	0	0
ENST00000619554.1	1831	1670.66	2	23.419
ENST00000374840.8	2536	2375.66	0	0
ENST00000539907.5	2241	2080.66	0	0
ENST00000540617.5	2131	1970.66	0	0
ENST00000374832.5	2193	2032.66	0	0
ENST00000457706.1	821	660.659	0	0
ENST00000290101.8	3584	3423.66	0	0
ENST00000374763.6	3334	3173.66	24	147.937
ENST00000374761.6	3318	3157.66	0	0
ENST00000374765.8	3271	3110.66	0	0
ENST00000542643.6	3426	3265.66	0	0
ENST00000495204.5	2489	2328.66	0	0
ENST00000308271.14	4419	4258.66	1.86819e-08	8.58173e-08
